camera_id,camera_name,source,url,ok,status,ctype,ms,err
161,geneva,,http://cams.almeso.net/lapses/geneva/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,745,
176,livingstoncentral,,http://cams.almeso.net/lapses/livingstoncentral/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,757,
178,marionema,,http://cams.almeso.net/lapses/marionema/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,750,
185,montgomeryeastdale,,http://cams.almeso.net/lapses/montgomeryeastdale/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,742,
186,mountainbrook,,http://cams.almeso.net/lapses/mountainbrook/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,749,
187,New Hope,,http://cams.almeso.net/lapses/newhope/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,754,
189,oakmountain,,http://cams.almeso.net/lapses/oakmountain/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,744,
193,siloam,,http://cams.almeso.net/lapses/siloam/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,786,
195,thomasville,,http://cams.almeso.net/lapses/thomasville/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,785,
197,tuscaloosaholt,,http://cams.almeso.net/lapses/tuscaloosaholt/lapseimage.jpg,False,403,text/html; charset=iso-8859-1,768,
207,L&#x27Horta Nord,http://carlostapia.es/allsky,http://carlostapia.es/allsky/image.jpg,False,403,text/html,342,
213,KOAM 7 SkyWatch Cameras,,http://clientftp.wetmet.net/koam/koam/150_01_Time/wx01cam01.jpg,False,,,192,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
215,Cloudcroft - Village - NE/SE 8665 FT,,http://cloudcroftwebcam.com/camera2.jpg,False,,,7339,ConnectError: All connection attempts failed
222,Fort Collins CO,http://dm42rjtq1y4.d.firewalla.org:9780/allsky/index.php,http://dm42rjtq1y4.d.firewalla.org:9780/current/tmp/image.jpg,False,,,8019,ConnectTimeout: 
247,Hyrum Dam,,http://hyrumdamcam.com/Images/hyrum_dam_se.jpg,False,404,text/html; charset=iso-8859-1,384,
248,Hyrum Dam,,http://hyrumdamcam.com/Images/hyrum_dam_w.jpg,False,404,text/html; charset=iso-8859-1,385,
249,Pedro Bay Camera_2,,http://iliamna.com/netcam.jpg?submit=cam2,False,500,text/html,1296,
262,Colville Airport,,http://images.wsdot.wa.gov/airports/Colville.jpg,False,404,text/html,877,
290,Laurier,,http://images.wsdot.wa.gov/rweather/laurier_medium3.jpg,False,404,text/html,912,
303,3rd / Washington,,http://images.wsdot.wa.gov/spokane/i90/cctv029.jpg,False,404,text/html,934,
309,Gresham OR,http://jms-astro.com/allsky/,http://jms-astro.com/current/tmp/image.jpg,False,,,8323,ConnectTimeout: 
312,,,http://kaweahcommonwealth.com/netcam/netcam.jpg,False,404,text/html; charset=utf-8,1392,
327,Sea Tow Webcam,,http://maassmarine.axiscam.net/axis-cgi/jpg/image.cgi?resolution=800x450,False,500,text/html,645,
342,Mauritius,,http://meteomauritius.altervista.org/webcam.php,False,500,image/jpg,795,
348,Saint Vit,http://monallsky.free.nf/,http://monallsky.free.nf/image.jpg,False,404,text/html,754,
350,University of Notre Dame Live Webcams,,http://nd.edu/~webcam/rockne.jpg,False,404,text/html; charset=iso-8859-1,850,
352,Nome webcam,,http://nomecvb.com/nomecam/nomecam.jpg,False,404,text/html,1030,
431,Bangkok Thailand,http://pmoonallsky.duckdns.org:6511/allsky/image.jpg,http://pmoonallsky.duckdns.org:6511/allsky/image.jpg,False,,,8075,ConnectError: All connection attempts failed
436,Desenzano del Garda IT,http://ruspa1978.synology.me:11800/allsky/,http://ruspa1978.synology.me:11800/current/tmp/image.jpg,False,,,872,ConnectError: All connection attempts failed
439,Inje Gangwon Korea,http://scope29.iptime.org/allsky/,http://scope29.iptime.org/current/tmp/image.jpg,False,,,783,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
440,Girin Inje Gangwon Korea,http://scope29.iptime.org/allsky/,http://scope29.iptime.org/current/tmp/image.jpg,False,,,786,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
448,Stephanion Observatory Greece,http://stephanionobservatory.myftp.org:9000/allsky/,http://stephanionobservatory.myftp.org:9000/allsky/image.jpg,False,,,8784,ConnectTimeout: 
449,"Dornans, Jackson Hole, WY",,http://stl.seejh.com/dornans/dornans.jpg,False,,,788,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
450,Chernobyl reconstructionJackson Hole Elk Refuge,,http://stl.seejh.com/elkrefuge2/elkrefuge2.jpg,False,,,787,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
451,"Jackson, WY",,http://stl.seejh.com/townsquarebw/townsquarebw.jpg,False,,,789,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
462,Gyor - Hungary,http://veghlaci.synology.me/allsky/,http://veghlaci.synology.me/allsky/image.jpg,False,,,8793,ConnectTimeout: 
476,Gaschurn Valulla,,http://webcam.gaschurn.info/history/last/28.jpg,False,,,5097,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
477,Valisera,,http://webcam.gaschurn.info/history/last/5.jpg,False,,,5103,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
488,Purdue University Engineering Web Cameras,,http://webcam01.ecn.purdue.edu/jpg/1/image.jpg,False,,,8881,ConnectTimeout: 
489,,,http://webcam01.ecn.purdue.edu/jpg/image.jpg,False,,,8888,ConnectTimeout: 
517,Davis Drive ES,,http://wwc.instacam.com/instacamimg/APEXN/APEXN_l.jpg,False,403,application/xml,1107,
541,KOAA News First Cams,,http://wwc.instacam.com/instacamimg/KOAAT/KOAAT_l.jpg,False,403,application/xml,1215,
546,Red Rock Visitor Center,,http://wwc.instacam.com/instacamimg/LSVRR/LSVRR_l.jpg,False,403,application/xml,1301,
549,Collier County Emergency Services Skycam,,http://wwc.instacam.com/instacamimg/NPLCC/NPLCC_l.jpg,False,403,application/xml,1314,
556,WDBJ,,http://wwc.instacam.com/instacamimg/RNKCS/RNKCS_l.jpg,False,403,application/xml,1349,
558,Montcalm Area ISD (WILX TV 10 WeatherNet),,http://wwc.instacam.com/instacamimg/STNTN/STNTN_l.jpg,False,403,application/xml,1317,
577,Tannheimer Bergbahnen,,http://www.ausserfern.net/abild.jpg,False,404,text/html,2352,
578,Tannheim - NeunerkÃ¶pfle,,http://www.ausserfern.net/sw02.jpg,False,404,text/html,4586,
583,Bondues,,http://www.bondues.meteoamikuze.com/Webcam/webcam.jpg,False,403,text/html; charset=iso-8859-1,1542,
588,Domaine de Balme Autannes,,http://www.compagniedumontblanc.fr/webcam/blm1vuedomaineHD.jpg,False,404,text/html; charset=iso-8859-1,1889,
589,Mer de Glace webcam Chamonix,,http://www.compagniedumontblanc.fr/webcam/CMM1MERDEGLACE.jpg,False,404,text/html; charset=iso-8859-1,1889,
594,,,http://www.crownofmaine.com/nmain/cam480x270.jpg,False,,,2150,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
615,Manawatu,https://www.arcgis.com/home/item.html?id=aac028786dbc4ac0aba898106825425f,http://www.horizons.govt.nz/HRC/media/Data/WebCam/AshhurstBr_latest_photo.jpg?ext=.jpg,False,404,text/html,6158,
616,Whangamomona,https://www.arcgis.com/home/item.html?id=aac028786dbc4ac0aba898106825425f,http://www.horizons.govt.nz/HRC/media/Data/WebCam/BridgetoSomewhere_latest_photo.jpg?ext=.jpg,False,404,text/html,6139,
652,,,http://www.ise.msstate.edu/netcam/netcam3.php,False,404,text/html; charset=UTF-8,5629,
654,Pore?,,http://www.istraweb.net/webcam/posta/luka.jpg,False,,,6913,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
663,Brnik,,http://www.lju-airport.si/webcam/video.jpg,False,403,text/html; charset=iso-8859-1,5613,
936,Webcam MoÃ»tiers,,http://www.moutiers.meteoamikuze.com/Webcam/webcam.jpg,False,403,text/html; charset=iso-8859-1,6416,
950,85098 Gro\u00dfmehring DE,http://www.polle.info/allsky/,http://www.polle.info/current/tmp/image.jpg?_ts=1750694867813,False,,,10598,ConnectError: All connection attempts failed
957,Webcam II Fuerteventura Coronado beach,,http://www.solitour.info/coronadobeach2.jpg,False,,,6692,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
961,Longyearbyen - west,,http://www.svein-nordahl.com/02-gruvedalen.jpg,False,,,6294,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
962,Tatum Weather Camera,http://www.tatumweather.com/,http://www.tatumweather.com/tatumskycam.jpg,False,404,text/html,6707,
997,Botnsdalur Iceland,,http://www.vegagerdin.is/vgdata/vefmyndavelar/bb-gong_5.jpg,False,,,7088,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
1034,,,http://www.villa.ch/livecam/chillout.jpg,False,404,text/html; charset=UTF-8,14465,
1048,Mount Whitney - NW towards the White Mountains,,http://www.whitneyzone.com/webcam/whitney_L.jpg,False,404,text/html,7768,
1051,Wirtzfeld,,http://www.wirtzfeld.be/webcam/netcamxl.jpg,False,404,text/html; charset=UTF-8,11867,
1052,,,http://www.wirztravel.ch/webcam/sarnersee/sonnenberg_aktuell.jpg,False,404,text/html; charset=utf-8,11931,
1056,\u017derjav,http://zerjav.eu:86/allsky/,http://zerjav.eu:86/current/tmp/image.jpg,False,,,14058,ConnectTimeout: 
1069,Venelles,https://allsky.alexetaurore.com/allsky,https://allsky.alexetaurore.com/current/tmp/image.jpg,False,502,text/html,11728,
1080,PakChong Thailand,https://allsky.byethost7.com/allsky,https://allsky.byethost7.com/allsky/image.jpg,False,404,text/html,10589,
1086,Young NSW,https://allsky.davidmgilbert.com/allsky/,https://allsky.davidmgilbert.com/current/tmp/image.jpg,False,,,14129,ConnectTimeout: 
1089,Graz Austria,https://allsky.disastronomers.org/,https://allsky.disastronomers.org/current/tmp/image.jpg,False,530,text/html; charset=UTF-8,9344,
1096,West Ewell England,https://allsky.gulinux.net,https://allsky.gulinux.net/image.jpg,False,404,text/html; charset=iso-8859-1,9949,
1097,Ha noi,https://allsky.hoan.uk,https://allsky.hoan.uk/current/tmp/image.jpg,False,404,text/html,10460,
1103,Paiporta (Horta Sud),https://allsky.joancatala.net/allsky/,https://allsky.joancatala.net/current/tmp/image.jpg,False,,,21962,ReadTimeout: 
1109,Canberra - Center of the universe,https://allsky.lovelyplace.xyz/,https://allsky.lovelyplace.xyz/image.jpg,False,403,text/html; charset=UTF-8,9938,
1117,Huon Valley TAS,https://allsky.rigby.systems/allsky/,https://allsky.rigby.systems/current/tmp/image.jpg,False,502,text/html,13973,
1119,Penvenan Cotes d Armor,https://allsky.samaris.org/allsky,https://allsky.samaris.org/allsky/image.jpg,False,404,text/html; charset=iso-8859-1,10981,
1131,Beilen NL,https://allskybeilen.nl,https://allskybeilen.nl/image.jpg,False,404,text/html,10892,
1135,Yogyakarta Indonesia,https://allskycam.or.id/uad,https://allskycam.or.id/uad/image.jpg,False,404,text/html; charset=UTF-8,11577,
1137,Jefferson GA,https://allskycam.star-astro.com,https://allskycam.star-astro.com/image.jpg,False,404,text/html; charset=iso-8859-1,10905,
1138,annan,https://annanallsky.co.uk/index.php/,https://annanallsky.co.uk/image.jpg,False,403,text/html,11351,
1142,64760 Oberzent Germany,https://astro.stefanhohenegger.de/de/liveview/,https://astro.stefanhohenegger.de/allsky/image.jpg,False,500,text/html; charset=UTF-8,12706,
1153,Strovolos Cyprus,https://astrovirgo.com/allsky/,https://astrovirgo.com/allsky/image.jpg,False,403,text/html,11611,
1751,Marauder Demo DIGITALPATH,alertwest.live,https://cameras.alertcalifornia.org/public-camera-data/Axis-Marauder1/latest-frame.jpg,False,404,text/html; charset=iso-8859-1,13069,
2377,Baltic,,https://climate.sdstate.edu/pictures/BTCS2/mostrecent1.jpg,False,404,text/html,14596,
2378,Baltic,,https://climate.sdstate.edu/pictures/BTCS2/mostrecent2.jpg,False,404,text/html,14634,
2395,Colton,,https://climate.sdstate.edu/pictures/CTNS2/mostrecent1.jpg,False,404,text/html,14550,
2396,Colton,,https://climate.sdstate.edu/pictures/CTNS2/mostrecent2.jpg,False,404,text/html,14570,
2408,Faith NW,,https://climate.sdstate.edu/pictures/FAMS2/mostrecent2.jpg,False,404,text/html,14531,
2419,Gettysburg,,https://climate.sdstate.edu/pictures/GTBS2/mostrecent1.jpg,False,404,text/html,14649,
2420,Gettysburg,,https://climate.sdstate.edu/pictures/GTBS2/mostrecent2.jpg,False,404,text/html,14663,
2443,Jewel Cave,,https://climate.sdstate.edu/pictures/JWLS2/mostrecent1.jpg,False,404,text/html,14597,
2444,Jewel Cave,,https://climate.sdstate.edu/pictures/JWLS2/mostrecent2.jpg,False,404,text/html,14592,
2455,Lemmon,,https://climate.sdstate.edu/pictures/LMNS2/mostrecent1.jpg,False,404,text/html,14655,
2456,Lemmon,,https://climate.sdstate.edu/pictures/LMNS2/mostrecent2.jpg,False,404,text/html,14555,
2465,Mobridge,,https://climate.sdstate.edu/pictures/MBGS2/mostrecent1.jpg,False,404,text/html,14655,
2466,Mobridge,,https://climate.sdstate.edu/pictures/MBGS2/mostrecent2.jpg,False,404,text/html,14596,
2471,McIntosh,,https://climate.sdstate.edu/pictures/MCTS2/mostrecent1.jpg,False,404,text/html,14550,
2472,McIntosh,,https://climate.sdstate.edu/pictures/MCTS2/mostrecent2.jpg,False,404,text/html,14634,
2475,Milbank,,https://climate.sdstate.edu/pictures/MLBS2/mostrecent1.jpg,False,404,text/html,14560,
2476,Milbank,,https://climate.sdstate.edu/pictures/MLBS2/mostrecent2.jpg,False,404,text/html,14663,
2477,Miller,,https://climate.sdstate.edu/pictures/MLLS2/mostrecent1.jpg,False,404,text/html,14557,
2478,Miller,,https://climate.sdstate.edu/pictures/MLLS2/mostrecent2.jpg,False,404,text/html,14576,
2479,Mound City,,https://climate.sdstate.edu/pictures/MOMS2/mostrecent1.jpg,False,404,text/html,14597,
2480,Mound City,,https://climate.sdstate.edu/pictures/MOMS2/mostrecent2.jpg,False,404,text/html,14640,
2481,Mitchell,,https://climate.sdstate.edu/pictures/MTCS2/mostrecent1.jpg,False,404,text/html,14570,
2482,Mitchell,,https://climate.sdstate.edu/pictures/MTCS2/mostrecent2.jpg,False,404,text/html,14570,
2487,North Sioux City,,https://climate.sdstate.edu/pictures/NSCS2/mostrecent1.jpg,False,404,text/html,14577,
2488,North Sioux City,,https://climate.sdstate.edu/pictures/NSCS2/mostrecent2.jpg,False,404,text/html,14640,
2489,Newell,,https://climate.sdstate.edu/pictures/NWES2/mostrecent1.jpg,False,404,text/html,14586,
2490,Newell,,https://climate.sdstate.edu/pictures/NWES2/mostrecent2.jpg,False,404,text/html,14603,
2497,Oral,,https://climate.sdstate.edu/pictures/ORLS2/mostrecent1.jpg,False,404,text/html,14640,
2498,Oral,,https://climate.sdstate.edu/pictures/ORLS2/mostrecent2.jpg,False,404,text/html,14640,
2499,Porcupine,,https://climate.sdstate.edu/pictures/PCPS2/mostrecent1.jpg,False,404,text/html,14570,
2500,Porcupine,,https://climate.sdstate.edu/pictures/PCPS2/mostrecent2.jpg,False,404,text/html,14592,
2507,Platte,,https://climate.sdstate.edu/pictures/PLTS2/mostrecent1.jpg,False,404,text/html,14640,
2508,Platte,,https://climate.sdstate.edu/pictures/PLTS2/mostrecent2.jpg,False,404,text/html,14562,
2511,Presho,,https://climate.sdstate.edu/pictures/PRSS2/mostrecent1.jpg,False,404,text/html,14570,
2512,Presho,,https://climate.sdstate.edu/pictures/PRSS2/mostrecent2.jpg,False,404,text/html,14550,
2513,Parkston,,https://climate.sdstate.edu/pictures/PSTS2/mostrecent1.jpg,False,404,text/html,14634,
2514,Parkston,,https://climate.sdstate.edu/pictures/PSTS2/mostrecent2.jpg,False,404,text/html,14576,
2521,Selby,,https://climate.sdstate.edu/pictures/SBLS2/mostrecent1.jpg,False,404,text/html,14596,
2522,Selby,,https://climate.sdstate.edu/pictures/SBLS2/mostrecent2.jpg,False,404,text/html,14640,
2523,Sioux Falls,,https://climate.sdstate.edu/pictures/SFMS2/mostrecent1.jpg,False,404,text/html,14592,
2524,Sioux Falls,,https://climate.sdstate.edu/pictures/SFMS2/mostrecent2.jpg,False,404,text/html,14634,
2527,Salem,,https://climate.sdstate.edu/pictures/SLMS2/mostrecent1.jpg,False,404,text/html,14555,
2528,Salem,,https://climate.sdstate.edu/pictures/SLMS2/mostrecent2.jpg,False,404,text/html,14634,
2533,Sisseton,,https://climate.sdstate.edu/pictures/SSTS2/mostrecent1.jpg,False,404,text/html,14640,
2534,Sisseton,,https://climate.sdstate.edu/pictures/SSTS2/mostrecent2.jpg,False,404,text/html,14640,
2537,Timber Lake,,https://climate.sdstate.edu/pictures/TLKS2/mostrecent1.jpg,False,404,text/html,14640,
2538,Timber Lake,,https://climate.sdstate.edu/pictures/TLKS2/mostrecent2.jpg,False,404,text/html,14640,
2539,Tulare,,https://climate.sdstate.edu/pictures/TLRS2/mostrecent1.jpg,False,404,text/html,14654,
2540,Tulare,,https://climate.sdstate.edu/pictures/TLRS2/mostrecent2.jpg,False,404,text/html,14596,
2541,Tyndall,,https://climate.sdstate.edu/pictures/TYNS2/mostrecent1.jpg,False,404,text/html,14654,
2542,Tyndall,,https://climate.sdstate.edu/pictures/TYNS2/mostrecent2.jpg,False,404,text/html,14607,
2551,Vermillion,,https://climate.sdstate.edu/pictures/VRLS2/mostrecent1.jpg,False,404,text/html,14615,
2552,Vermillion,,https://climate.sdstate.edu/pictures/VRLS2/mostrecent2.jpg,False,404,text/html,14640,
2553,Vivian,,https://climate.sdstate.edu/pictures/VVNS2/mostrecent1.jpg,False,404,text/html,14581,
2554,Vivian,,https://climate.sdstate.edu/pictures/VVNS2/mostrecent2.jpg,False,404,text/html,14615,
2557,Waubay,,https://climate.sdstate.edu/pictures/WBYS2/mostrecent1.jpg,False,404,text/html,14654,
2558,Waubay,,https://climate.sdstate.edu/pictures/WBYS2/mostrecent2.jpg,False,404,text/html,14655,
2559,Webster,,https://climate.sdstate.edu/pictures/WEBS2/mostrecent1.jpg,False,404,text/html,14654,
2560,Webster,,https://climate.sdstate.edu/pictures/WEBS2/mostrecent2.jpg,False,404,text/html,14663,
2563,Wall,,https://climate.sdstate.edu/pictures/WLLS2/mostrecent1.jpg,False,404,text/html,14663,
2564,Wall,,https://climate.sdstate.edu/pictures/WLLS2/mostrecent2.jpg,False,404,text/html,14655,
2565,Winner,,https://climate.sdstate.edu/pictures/WNNS2/mostrecent1.jpg,False,404,text/html,14655,
2566,Winner,,https://climate.sdstate.edu/pictures/WNNS2/mostrecent2.jpg,False,404,text/html,14655,
2567,Woonsocket,,https://climate.sdstate.edu/pictures/WNSS2/mostrecent1.jpg,False,404,text/html,14663,
2568,Woonsocket,,https://climate.sdstate.edu/pictures/WNSS2/mostrecent2.jpg,False,404,text/html,14654,
2569,White River,,https://climate.sdstate.edu/pictures/WRMS2/mostrecent1.jpg,False,404,text/html,14655,
2570,White River,,https://climate.sdstate.edu/pictures/WRMS2/mostrecent2.jpg,False,404,text/html,14655,
2571,Wessington Springs,,https://climate.sdstate.edu/pictures/WSS2/mostrecent1.jpg,False,404,text/html,14655,
2572,Wessington Springs,,https://climate.sdstate.edu/pictures/WSS2/mostrecent2.jpg,False,404,text/html,14663,
2575,Watertown,,https://climate.sdstate.edu/pictures/WTWS2/mostrecent1.jpg,False,404,text/html,14654,
2576,Watertown,,https://climate.sdstate.edu/pictures/WTWS2/mostrecent2.jpg,False,404,text/html,14655,
2639,Alexandria LA (Cenla Broadcasting Tower),,https://data.hazcams.com/thumbnails/https://data.hazcams.com/thumbnails/https://data.hazcams.com/thumbnails/alexandria-la-us-001/medium.webp/medium.webp/medium.webp,False,403,application/xml,14674,
2640,Natchitoches LA - Turpin Stadium,,https://data.hazcams.com/thumbnails/https://data.hazcams.com/thumbnails/https://data.hazcams.com/thumbnails/natchitoches-la-us-001/medium.webp/medium.webp/medium.webp,False,403,application/xml,14615,
2671,"Oxford, MS",,"https://data.hazcams.com/thumbnails/oxford-ms-us-001""/medium.webp",False,403,application/xml,14792,
2709,Salisbury UK,https://georgesallsky.co.uk/allsky,https://georgesallsky.co.uk/allsky/image.jpg,False,,,15216,ConnectError: [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1000)
4758,Bex Switzerland,https://letincelledelaruche.ch/allsky/,https://letincelledelaruche.ch/allsky/image.jpg,False,,,14865,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
4778,Alaska DMV cam,,https://online.dmv.alaska.gov/DMVWebCams/Bensons/benson.jpg,False,503,text/html; charset=us-ascii,16027,
4781,Perth Observatory,https://perthallsky.net/allsky/,https://perthallsky.net/current/tmp/image.jpg,False,530,text/html; charset=UTF-8,15543,
4831,Deep Sage Nine Observatory,https://www.skylapser.com/,https://skylapser.com/allsky/webcam/webcam.jpg,False,404,text/html; charset=UTF-8,17413,
4835,Warrumbungle Ranges NSW,https://springbrookremoteobservatoryfacility.com.au,https://springbrookremoteobservatoryfacility.com.au/wp-content/uploads/image.jpg,False,404,text/html; charset=iso-8859-1,16985,
4842,Gurzelen BE,https://sternwartegurzelen.com/,https://sternwartegurzelen.com/image.jpg,False,404,text/html,16567,
4854,Goorambat,,https://view.myairportcams.com/Goorashowimagecamera1.php,False,404,text/html; charset=UTF-8,16926,
4855,Bannockburn (South Island NZ),,https://view.myairportcams.com/NZBA/showimagecamera1.php,False,404,text/html,16917,
4856,Bannockburn (South Island NZ),,https://view.myairportcams.com/NZBA/showimagecamera2.php,False,404,text/html,16924,
4857,Bannockburn (South Island NZ),,https://view.myairportcams.com/NZBA/showimagecamera3.php,False,404,text/html,17008,
4858,Bannockburn (South Island NZ),,https://view.myairportcams.com/NZBA/showimagecamera4.php,False,404,text/html,16969,
4859,Albany Airport,,https://view.myairportcams.com/YABA/showimagecamera1.php,False,404,text/html,16933,
4860,Albany Airport,,https://view.myairportcams.com/YABA/showimagecamera2.php,False,404,text/html,16941,
4861,Albany Airport,,https://view.myairportcams.com/YABA/showimagecamera3.php,False,404,text/html,17006,
4862,Albany Airport,,https://view.myairportcams.com/YABA/showimagecamera4.php,False,404,text/html,16997,
4865,Apollo Bay,,https://view.myairportcams.com/YAPO/showimagecamera3.php,False,404,text/html; charset=UTF-8,17052,
4866,Apollo Bay,,https://view.myairportcams.com/YAPO/showimagecamera4.php,False,404,text/html; charset=UTF-8,16963,
4869,Augusta Airport,,https://view.myairportcams.com/YAUG/showimagecamera3.php,False,404,text/html; charset=UTF-8,16954,
4870,Augusta Airport,,https://view.myairportcams.com/YAUG/showimagecamera4.php,False,404,text/html; charset=UTF-8,18124,
4871,Alice Springs Airport,,https://view.myairportcams.com/YBAS/showimagecamera1.php,False,404,text/html,16969,
4872,Alice Springs Airport,,https://view.myairportcams.com/YBAS/showimagecamera2.php,False,404,text/html,16965,
4873,Alice Springs Airport,,https://view.myairportcams.com/YBAS/showimagecamera3.php,False,404,text/html,17009,
4874,Alice Springs Airport,,https://view.myairportcams.com/YBAS/showimagecamera4.php,False,404,text/html,17043,
4877,Bendigo Airport,,https://view.myairportcams.com/YBDG/showimagecamera3.php,False,404,text/html; charset=UTF-8,18136,
4878,Bendigo Airport,,https://view.myairportcams.com/YBDG/showimagecamera4.php,False,404,text/html; charset=UTF-8,17051,
4881,Bridport,,https://view.myairportcams.com/YBDP/showimagecamera3.php,False,500,image/jpeg,17009,
4882,Bridport,,https://view.myairportcams.com/YBDP/showimagecamera4.php,False,404,text/html; charset=UTF-8,17026,
4890,Busselton Airport,,https://view.myairportcams.com/YBLN/showimagecamera4.php,False,404,text/html; charset=UTF-8,18312,
4897,Bairnsdale Airport,,https://view.myairportcams.com/YBNS/showimagecamera3.php,False,404,text/html; charset=UTF-8,18085,
4898,Bairnsdale Airport,,https://view.myairportcams.com/YBNS/showimagecamera4.php,False,404,text/html; charset=UTF-8,18308,
4906,Bordertown,,https://view.myairportcams.com/YBOR/showimagecamera4.php,False,404,text/html; charset=UTF-8,19302,
4908,Rockhampton,,https://view.myairportcams.com/YBRK/showimagecamera2.php,False,404,text/html; charset=UTF-8,20121,
4909,Rockhampton,,https://view.myairportcams.com/YBRK/showimagecamera3.php,False,404,text/html; charset=UTF-8,19791,
4910,Rockhampton,,https://view.myairportcams.com/YBRK/showimagecamera4.php,False,404,text/html; charset=UTF-8,19088,
4915,Bathurst Airport,,https://view.myairportcams.com/YBTH/showimagecamera1.php,False,404,text/html,17053,
4916,Bathurst Airport,,https://view.myairportcams.com/YBTH/showimagecamera2.php,False,404,text/html,17221,
4917,Bathurst Airport,,https://view.myairportcams.com/YBTH/showimagecamera3.php,False,404,text/html,17222,
4918,Bathurst Airport,,https://view.myairportcams.com/YBTH/showimagecamera4.php,False,404,text/html,17148,
4922,Bundaberg Airport,,https://view.myairportcams.com/YBUD/showimagecamera4.php,False,404,text/html; charset=UTF-8,20107,
